Department,ProgramLevel,Year,BatchYear,RegisterNumber,Student Name,Email
B.Com Commerce,UG,1,26,82302630913,Vaishnavi Nair,82302630913@hicas.ac.in
B.Com Commerce,UG,1,26,82302630914,Aadhya Bose,82302630914@hicas.ac.in
B.Com Commerce,UG,1,26,82302630915,Shruti Chopra,82302630915@hicas.ac.in
B.Com Commerce,UG,1,26,82302630916,Diya Yadav,82302630916@hicas.ac.in
B.Com Commerce,UG,1,26,82302630917,Mohammed Bose,82302630917@hicas.ac.in
B.Com Commerce,UG,1,26,82302630918,Diya Gupta,82302630918@hicas.ac.in
B.Com Commerce,UG,1,26,82302630919,Advika Iyer,82302630919@hicas.ac.in
B.Com Commerce,UG,1,26,82302630920,Aarohi Mukherjee,82302630920@hicas.ac.in
B.Com Commerce,UG,1,26,82302630921,Tara Bhatt,82302630921@hicas.ac.in
B.Com Commerce,UG,1,26,82302630922,Riya Jain,82302630922@hicas.ac.in
B.Com Commerce,UG,1,26,82302630923,Pranav Bose,82302630923@hicas.ac.in
B.Com Commerce,UG,1,26,82302630924,Pari Sharma,82302630924@hicas.ac.in
B.Com Commerce,UG,1,26,82302630925,Vihaan Dutta,82302630925@hicas.ac.in
B.Com Commerce,UG,1,26,82302630926,Harini Kapoor,82302630926@hicas.ac.in
B.Com Commerce,UG,1,26,82302630927,Manav Chaudhary,82302630927@hicas.ac.in
B.Com Commerce,UG,1,26,82302630928,Mohammed Dutta,82302630928@hicas.ac.in
B.Com Commerce,UG,1,26,82302630929,Prisha Shukla,82302630929@hicas.ac.in
B.Com Commerce,UG,1,26,82302630930,Krishna Nair,82302630930@hicas.ac.in
B.Com Commerce,UG,1,26,82302630931,Pooja Nair,82302630931@hicas.ac.in
B.Com Commerce,UG,1,26,82302630932,Abhinav Shetty,82302630932@hicas.ac.in
B.Com Commerce,UG,1,26,82302630933,Shaurya Nair,82302630933@hicas.ac.in
B.Com Commerce,UG,1,26,82302630934,Ishaan Das,82302630934@hicas.ac.in
B.Com Commerce,UG,1,26,82302630935,Advika Mishra,82302630935@hicas.ac.in
B.Com Commerce,UG,1,26,82302630936,Ira Verma,82302630936@hicas.ac.in
B.Com Commerce,UG,1,26,82302630937,Prisha Rao,82302630937@hicas.ac.in
B.Com Commerce,UG,1,26,82302630938,Sameer Shetty,82302630938@hicas.ac.in
B.Com Commerce,UG,1,26,82302630939,Jiya Menon,82302630939@hicas.ac.in
B.Com Commerce,UG,1,26,82302630940,Vikram Jain,82302630940@hicas.ac.in
B.Com Commerce,UG,2,25,82302530901,Meera Mehta,82302530901@hicas.ac.in
B.Com Commerce,UG,2,25,82302530902,Mohammed Mukherjee,82302530902@hicas.ac.in
B.Com Commerce,UG,2,25,82302530903,Ishita Reddy,82302530903@hicas.ac.in
B.Com Commerce,UG,2,25,82302530904,Harini Mishra,82302530904@hicas.ac.in
B.Com Commerce,UG,2,25,82302530905,Pari Pandey,82302530905@hicas.ac.in
B.Com Commerce,UG,2,25,82302530906,Shruti Verma,82302530906@hicas.ac.in
B.Com Commerce,UG,2,25,82302530907,Aarohi Bhatt,82302530907@hicas.ac.in
B.Com Commerce,UG,2,25,82302530908,Ritvik Mehta,82302530908@hicas.ac.in
B.Com Commerce,UG,2,25,82302530909,Krishna Pandey,82302530909@hicas.ac.in
B.Com Commerce,UG,2,25,82302530910,Rohan Mehta,82302530910@hicas.ac.in
B.Com Commerce,UG,2,25,82302530911,Harsh Banerjee,82302530911@hicas.ac.in
B.Com Commerce,UG,2,25,82302530912,Vikram Kapoor,82302530912@hicas.ac.in
B.Com Commerce,UG,2,25,82302530913,Ayaan Kulkarni,82302530913@hicas.ac.in
B.Com Commerce,UG,2,25,82302530914,Mohammed Rao,82302530914@hicas.ac.in
B.Com Commerce,UG,2,25,82302530915,Manav Rao,82302530915@hicas.ac.in
B.Com Commerce,UG,2,25,82302530916,Riya Das,82302530916@hicas.ac.in
B.Com Commerce,UG,2,25,82302530917,Rajat Kumar,82302530917@hicas.ac.in
B.Com Commerce,UG,2,25,82302530918,Saanvi Shukla,82302530918@hicas.ac.in
B.Com Commerce,UG,2,25,82302530919,Aadhya Nair,82302530919@hicas.ac.in
B.Com Commerce,UG,2,25,82302530920,Reyansh Banerjee,82302530920@hicas.ac.in
B.Com Commerce,UG,2,25,82302530921,Reyansh Nair,82302530921@hicas.ac.in
B.Com Commerce,UG,2,25,82302530922,Manav Reddy,82302530922@hicas.ac.in
B.Com Commerce,UG,2,25,82302530923,Vaishnavi Kulkarni,82302530923@hicas.ac.in
B.Com Commerce,UG,2,25,82302530924,Rajat Mukherjee,82302530924@hicas.ac.in
B.Com Commerce,UG,2,25,82302530925,Ishaan Verma,82302530925@hicas.ac.in
B.Com Commerce,UG,2,25,82302530926,Vihaan Yadav,82302530926@hicas.ac.in
B.Com Commerce,UG,2,25,82302530927,Sara Verma,82302530927@hicas.ac.in
B.Com Commerce,UG,2,25,82302530928,Harsh Chaudhary,82302530928@hicas.ac.in
B.Com Commerce,UG,2,25,82302530929,Sai Mehta,82302530929@hicas.ac.in
B.Com Commerce,UG,2,25,82302530930,Yash Bhatt,82302530930@hicas.ac.in
B.Com Commerce,UG,2,25,82302530931,Riya Pillai,82302530931@hicas.ac.in
B.Com Commerce,UG,2,25,82302530932,Manav Bhatt,82302530932@hicas.ac.in
B.Com Commerce,UG,2,25,82302530933,Tara Kulkarni,82302530933@hicas.ac.in
B.Com Commerce,UG,2,25,82302530934,Vihaan Menon,82302530934@hicas.ac.in
B.Com Commerce,UG,2,25,82302530935,Meera Menon,82302530935@hicas.ac.in
B.Com Commerce,UG,2,25,82302530936,Yash Reddy,82302530936@hicas.ac.in
B.Com Commerce,UG,2,25,82302530937,Anika Jain,82302530937@hicas.ac.in
B.Com Commerce,UG,2,25,82302530938,Ritvik Kumar,82302530938@hicas.ac.in
B.Com Commerce,UG,2,25,82302530939,Riya Dutta,82302530939@hicas.ac.in
B.Com Commerce,UG,2,25,82302530940,Rohan Bhatt,82302530940@hicas.ac.in
B.Com Commerce,UG,3,24,82302430901,Mohammed Chopra,82302430901@hicas.ac.in
B.Com Commerce,UG,3,24,82302430902,Harini Verma,82302430902@hicas.ac.in
B.Com Commerce,UG,3,24,82302430903,Rajat Reddy,82302430903@hicas.ac.in
B.Com Commerce,UG,3,24,82302430904,Anjali Das,82302430904@hicas.ac.in
B.Com Commerce,UG,3,24,82302430905,Anika Gupta,82302430905@hicas.ac.in
B.Com Commerce,UG,3,24,82302430906,Nandini Mehta,82302430906@hicas.ac.in
B.Com Commerce,UG,3,24,82302430907,Harini Verma,82302430907@hicas.ac.in
B.Com Commerce,UG,3,24,82302430908,Shruti Banerjee,82302430908@hicas.ac.in
B.Com Commerce,UG,3,24,82302430909,Advika Shetty,82302430909@hicas.ac.in
B.Com Commerce,UG,3,24,82302430910,Saanvi Mishra,82302430910@hicas.ac.in
B.Com Commerce,UG,3,24,82302430911,Sara Sharma,82302430911@hicas.ac.in
B.Com Commerce,UG,3,24,82302430912,Meera Shukla,82302430912@hicas.ac.in
B.Com Commerce,UG,3,24,82302430913,Riya Banerjee,82302430913@hicas.ac.in
B.Com Commerce,UG,3,24,82302430914,Ishita Das,82302430914@hicas.ac.in
B.Com Commerce,UG,3,24,82302430915,Vivaan Singh,82302430915@hicas.ac.in
B.Com Commerce,UG,3,24,82302430916,Nikhil Gowda,82302430916@hicas.ac.in
B.Com Commerce,UG,3,24,82302430917,Anjali Menon,82302430917@hicas.ac.in
B.Com Commerce,UG,3,24,82302430918,Tara Rao,82302430918@hicas.ac.in
B.Com Commerce,UG,3,24,82302430919,Yash Sharma,82302430919@hicas.ac.in
B.Com Commerce,UG,3,24,82302430920,Dhruv Bhatt,82302430920@hicas.ac.in
B.Com Commerce,UG,3,24,82302430921,Shaurya Yadav,82302430921@hicas.ac.in
B.Com Commerce,UG,3,24,82302430922,Riya Kapoor,82302430922@hicas.ac.in
B.Com Commerce,UG,3,24,82302430923,Arjun Kumar,82302430923@hicas.ac.in
B.Com Commerce,UG,3,24,82302430924,Vaishnavi Mishra,82302430924@hicas.ac.in
B.Com Commerce,UG,3,24,82302430925,Vivaan Nair,82302430925@hicas.ac.in
B.Com Commerce,UG,3,24,82302430926,Vaishnavi Jain,82302430926@hicas.ac.in
B.Com Commerce,UG,3,24,82302430927,Ritvik Kapoor,82302430927@hicas.ac.in
B.Com Commerce,UG,3,24,82302430928,Ayaan Bose,82302430928@hicas.ac.in
B.Com Commerce,UG,3,24,82302430929,Harsh Singh,82302430929@hicas.ac.in
B.Com Commerce,UG,3,24,82302430930,Rajat Menon,82302430930@hicas.ac.in
B.Com Commerce,UG,3,24,82302430931,Aarohi Rao,82302430931@hicas.ac.in
B.Com Commerce,UG,3,24,82302430932,Shruti Yadav,82302430932@hicas.ac.in
B.Com Commerce,UG,3,24,82302430933,Meera Nair,82302430933@hicas.ac.in
B.Com Commerce,UG,3,24,82302430934,Lavanya Iyer,82302430934@hicas.ac.in
B.Com Commerce,UG,3,24,82302430935,Shaurya Singh,82302430935@hicas.ac.in
B.Com Commerce,UG,3,24,82302430936,Anjali Shetty,82302430936@hicas.ac.in
B.Com Commerce,UG,3,24,82302430937,Vihaan Chaudhary,82302430937@hicas.ac.in
B.Com Commerce,UG,3,24,82302430938,Reyansh Das,82302430938@hicas.ac.in
B.Com Commerce,UG,3,24,82302430939,Krishna Chaudhary,82302430939@hicas.ac.in
B.Com Commerce,UG,3,24,82302430940,Manav Dutta,82302430940@hicas.ac.in
B.Com CA,UG,1,26,82302631001,Meera Bose,82302631001@hicas.ac.in
B.Com CA,UG,1,26,82302631002,Ayaan Das,82302631002@hicas.ac.in
B.Com CA,UG,1,26,82302631003,Ritvik Pillai,82302631003@hicas.ac.in
B.Com CA,UG,1,26,82302631004,Diya Reddy,82302631004@hicas.ac.in
B.Com CA,UG,1,26,82302631005,Yash Mehta,82302631005@hicas.ac.in
B.Com CA,UG,1,26,82302631006,Sai Menon,82302631006@hicas.ac.in
B.Com CA,UG,1,26,82302631007,Saanvi Chaudhary,82302631007@hicas.ac.in
B.Com CA,UG,1,26,82302631008,Ira Dutta,82302631008@hicas.ac.in
B.Com CA,UG,1,26,82302631009,Jiya Chaudhary,82302631009@hicas.ac.in
B.Com CA,UG,1,26,82302631010,Pranav Iyer,82302631010@hicas.ac.in
B.Com CA,UG,1,26,82302631011,Rohan Kapoor,82302631011@hicas.ac.in
B.Com CA,UG,1,26,82302631012,Meera Iyer,82302631012@hicas.ac.in
B.Com CA,UG,1,26,82302631013,Aarav Patel,82302631013@hicas.ac.in
B.Com CA,UG,1,26,82302631014,Pranav Patel,82302631014@hicas.ac.in
B.Com CA,UG,1,26,82302631015,Shruti Kumar,82302631015@hicas.ac.in
B.Com CA,UG,1,26,82302631016,Anjali Das,82302631016@hicas.ac.in
B.Com CA,UG,1,26,82302631017,Rakesh Rao,82302631017@hicas.ac.in
B.Com CA,UG,1,26,82302631018,Sai Sharma,82302631018@hicas.ac.in
B.Com CA,UG,1,26,82302631019,Anaya Kulkarni,82302631019@hicas.ac.in
B.Com CA,UG,1,26,82302631020,Manav Singh,82302631020@hicas.ac.in
B.Com CA,UG,1,26,82302631021,Ishaan Kapoor,82302631021@hicas.ac.in
B.Com CA,UG,1,26,82302631022,Myra Gowda,82302631022@hicas.ac.in
B.Com CA,UG,1,26,82302631023,Rohan Jain,82302631023@hicas.ac.in
B.Com CA,UG,1,26,82302631024,Sara Banerjee,82302631024@hicas.ac.in
B.Com CA,UG,1,26,82302631025,Riya Mukherjee,82302631025@hicas.ac.in
B.Com CA,UG,1,26,82302631026,Yash Nair,82302631026@hicas.ac.in
B.Com CA,UG,1,26,82302631027,Siddharth Bhatt,82302631027@hicas.ac.in
B.Com CA,UG,1,26,82302631028,Vaishnavi Iyer,82302631028@hicas.ac.in
B.Com CA,UG,1,26,82302631029,Manav Sharma,82302631029@hicas.ac.in
B.Com CA,UG,1,26,82302631030,Vikram Shukla,82302631030@hicas.ac.in
B.Com CA,UG,1,26,82302631031,Arjun Bhatt,82302631031@hicas.ac.in
B.Com CA,UG,1,26,82302631032,Abhinav Yadav,82302631032@hicas.ac.in
B.Com CA,UG,1,26,82302631033,Manav Yadav,82302631033@hicas.ac.in
B.Com CA,UG,1,26,82302631034,Siddharth Gowda,82302631034@hicas.ac.in
B.Com CA,UG,1,26,82302631035,Navya Mehta,82302631035@hicas.ac.in
B.Com CA,UG,1,26,82302631036,Rakesh Reddy,82302631036@hicas.ac.in
B.Com CA,UG,1,26,82302631037,Siddharth Sharma,82302631037@hicas.ac.in
B.Com CA,UG,1,26,82302631038,Abhinav Singh,82302631038@hicas.ac.in
B.Com CA,UG,1,26,82302631039,Nandini Shetty,82302631039@hicas.ac.in
B.Com CA,UG,1,26,82302631040,Vikram Banerjee,82302631040@hicas.ac.in
B.Com CA,UG,2,25,82302531001,Ishita Shukla,82302531001@hicas.ac.in
B.Com CA,UG,2,25,82302531002,Rajat Nair,82302531002@hicas.ac.in
B.Com CA,UG,2,25,82302531003,Manav Bhatt,82302531003@hicas.ac.in
B.Com CA,UG,2,25,82302531004,Mohammed Gupta,82302531004@hicas.ac.in
B.Com CA,UG,2,25,82302531005,Manav Yadav,82302531005@hicas.ac.in
B.Com CA,UG,2,25,82302531006,Siddharth Jain,82302531006@hicas.ac.in
B.Com CA,UG,2,25,82302531007,Reyansh Kapoor,82302531007@hicas.ac.in
B.Com CA,UG,2,25,82302531008,Keerthi Menon,82302531008@hicas.ac.in
B.Com CA,UG,2,25,82302531009,Vaishnavi Rao,82302531009@hicas.ac.in
B.Com CA,UG,2,25,82302531010,Rohan Rao,82302531010@hicas.ac.in
B.Com CA,UG,2,25,82302531011,Shruti Singh,82302531011@hicas.ac.in
B.Com CA,UG,2,25,82302531012,Arjun Jain,82302531012@hicas.ac.in
B.Com CA,UG,2,25,82302531013,Navya Reddy,82302531013@hicas.ac.in
B.Com CA,UG,2,25,82302531014,Jiya Jain,82302531014@hicas.ac.in
B.Com CA,UG,2,25,82302531015,Kabir Pandey,82302531015@hicas.ac.in
B.Com CA,UG,2,25,82302531016,Shruti Chopra,82302531016@hicas.ac.in
B.Com CA,UG,2,25,82302531017,Yash Kulkarni,82302531017@hicas.ac.in
B.Com CA,UG,2,25,82302531018,Bhavya Mishra,82302531018@hicas.ac.in
B.Com CA,UG,2,25,82302531019,Bhavya Kumar,82302531019@hicas.ac.in
B.Com CA,UG,2,25,82302531020,Karthik Reddy,82302531020@hicas.ac.in
B.Com CA,UG,2,25,82302531021,Shaurya Das,82302531021@hicas.ac.in
B.Com CA,UG,2,25,82302531022,Kabir Singh,82302531022@hicas.ac.in
B.Com CA,UG,2,25,82302531023,Meera Kumar,82302531023@hicas.ac.in
B.Com CA,UG,2,25,82302531024,Anjali Pillai,82302531024@hicas.ac.in
B.Com CA,UG,2,25,82302531025,Pari Nair,82302531025@hicas.ac.in
B.Com CA,UG,2,25,82302531026,Dhruv Pillai,82302531026@hicas.ac.in
B.Com CA,UG,2,25,82302531027,Navya Dutta,82302531027@hicas.ac.in
B.Com CA,UG,2,25,82302531028,Vikram Pillai,82302531028@hicas.ac.in
B.Com CA,UG,2,25,82302531029,Anika Pillai,82302531029@hicas.ac.in
B.Com CA,UG,2,25,82302531030,Ira Bose,82302531030@hicas.ac.in
B.Com CA,UG,2,25,82302531031,Saanvi Shukla,82302531031@hicas.ac.in
B.Com CA,UG,2,25,82302531032,Lavanya Yadav,82302531032@hicas.ac.in
B.Com CA,UG,2,25,82302531033,Pari Mishra,82302531033@hicas.ac.in
B.Com CA,UG,2,25,82302531034,Advika Rao,82302531034@hicas.ac.in
B.Com CA,UG,2,25,82302531035,Keerthi Mishra,82302531035@hicas.ac.in
B.Com CA,UG,2,25,82302531036,Abhinav Kumar,82302531036@hicas.ac.in
B.Com CA,UG,2,25,82302531037,Krishna Nair,82302531037@hicas.ac.in
B.Com CA,UG,2,25,82302531038,Aadhya Bose,82302531038@hicas.ac.in
B.Com CA,UG,2,25,82302531039,Navya Menon,82302531039@hicas.ac.in
B.Com CA,UG,2,25,82302531040,Sneha Das,82302531040@hicas.ac.in
B.Com CA,UG,3,24,82302431001,Ira Iyer,82302431001@hicas.ac.in
B.Com CA,UG,3,24,82302431002,Yash Jain,82302431002@hicas.ac.in
B.Com CA,UG,3,24,82302431003,Arjun Menon,82302431003@hicas.ac.in
B.Com CA,UG,3,24,82302431004,Vikram Bose,82302431004@hicas.ac.in
B.Com CA,UG,3,24,82302431005,Aditya Iyer,82302431005@hicas.ac.in
B.Com CA,UG,3,24,82302431006,Rajat Banerjee,82302431006@hicas.ac.in
B.Com CA,UG,3,24,82302431007,Rakesh Nair,82302431007@hicas.ac.in
B.Com CA,UG,3,24,82302431008,Pari Bhatt,82302431008@hicas.ac.in
B.Com CA,UG,3,24,82302431009,Harini Nair,82302431009@hicas.ac.in
B.Com CA,UG,3,24,82302431010,Advika Shetty,82302431010@hicas.ac.in
B.Com CA,UG,3,24,82302431011,Diya Kapoor,82302431011@hicas.ac.in
B.Com CA,UG,3,24,82302431012,Vikram Yadav,82302431012@hicas.ac.in
B.Com CA,UG,3,24,82302431013,Sara Mukherjee,82302431013@hicas.ac.in
B.Com CA,UG,3,24,82302431014,Vaishnavi Pandey,82302431014@hicas.ac.in
B.Com CA,UG,3,24,82302431015,Aditya Bose,82302431015@hicas.ac.in
B.Com CA,UG,3,24,82302431016,Tara Mukherjee,82302431016@hicas.ac.in
B.Com CA,UG,3,24,82302431017,Anika Mishra,82302431017@hicas.ac.in
B.Com CA,UG,3,24,82302431018,Kabir Rao,82302431018@hicas.ac.in
B.Com CA,UG,3,24,82302431019,Meera Dutta,82302431019@hicas.ac.in
B.Com CA,UG,3,24,82302431020,Diya Kumar,82302431020@hicas.ac.in
B.Com CA,UG,3,24,82302431021,Vihaan Bose,82302431021@hicas.ac.in
B.Com CA,UG,3,24,82302431022,Mohammed Mukherjee,82302431022@hicas.ac.in
B.Com CA,UG,3,24,82302431023,Pooja Banerjee,82302431023@hicas.ac.in
B.Com CA,UG,3,24,82302431024,Harsh Gowda,82302431024@hicas.ac.in
B.Com CA,UG,3,24,82302431025,Reyansh Jain,82302431025@hicas.ac.in
B.Com CA,UG,3,24,82302431026,Pari Singh,82302431026@hicas.ac.in
B.Com CA,UG,3,24,82302431027,Aditya Gupta,82302431027@hicas.ac.in
B.Com CA,UG,3,24,82302431028,Prisha Bose,82302431028@hicas.ac.in
B.Com CA,UG,3,24,82302431029,Krishna Jain,82302431029@hicas.ac.in
B.Com CA,UG,3,24,82302431030,Jiya Shetty,82302431030@hicas.ac.in
B.Com CA,UG,3,24,82302431031,Atharv Chopra,82302431031@hicas.ac.in
B.Com CA,UG,3,24,82302431032,Rajat Shukla,82302431032@hicas.ac.in
B.Com CA,UG,3,24,82302431033,Rakesh Kapoor,82302431033@hicas.ac.in
B.Com CA,UG,3,24,82302431034,Ayaan Pillai,82302431034@hicas.ac.in
B.Com CA,UG,3,24,82302431035,Harsh Chaudhary,82302431035@hicas.ac.in
B.Com CA,UG,3,24,82302431036,Meera Iyer,82302431036@hicas.ac.in
B.Com CA,UG,3,24,82302431037,Sneha Mishra,82302431037@hicas.ac.in
B.Com CA,UG,3,24,82302431038,Pari Rao,82302431038@hicas.ac.in
B.Com CA,UG,3,24,82302431039,Arjun Rao,82302431039@hicas.ac.in
B.Com CA,UG,3,24,82302431040,Mohammed Verma,82302431040@hicas.ac.in
B.Com CS,UG,1,26,82302631101,Saanvi Kapoor,82302631101@hicas.ac.in
B.Com CS,UG,1,26,82302631102,Rakesh Das,82302631102@hicas.ac.in
B.Com CS,UG,1,26,82302631103,Aarohi Bhatt,82302631103@hicas.ac.in
B.Com CS,UG,1,26,82302631104,Riya Shukla,82302631104@hicas.ac.in
B.Com CS,UG,1,26,82302631105,Meera Bhatt,82302631105@hicas.ac.in
B.Com CS,UG,1,26,82302631106,Shaurya Rao,82302631106@hicas.ac.in
B.Com CS,UG,1,26,82302631107,Reyansh Yadav,82302631107@hicas.ac.in
B.Com CS,UG,1,26,82302631108,Riya Kumar,82302631108@hicas.ac.in
B.Com CS,UG,1,26,82302631109,Tara Chopra,82302631109@hicas.ac.in
B.Com CS,UG,1,26,82302631110,Pranav Mishra,82302631110@hicas.ac.in
B.Com CS,UG,1,26,82302631111,Ishita Chaudhary,82302631111@hicas.ac.in
B.Com CS,UG,1,26,82302631112,Siddharth Kumar,82302631112@hicas.ac.in
B.Com CS,UG,1,26,82302631113,Meera Gowda,82302631113@hicas.ac.in
B.Com CS,UG,1,26,82302631114,Reyansh Menon,82302631114@hicas.ac.in
B.Com CS,UG,1,26,82302631115,Sara Kapoor,82302631115@hicas.ac.in
B.Com CS,UG,1,26,82302631116,Pari Mukherjee,82302631116@hicas.ac.in
B.Com CS,UG,1,26,82302631117,Harsh Banerjee,82302631117@hicas.ac.in
B.Com CS,UG,1,26,82302631118,Ishaan Chaudhary,82302631118@hicas.ac.in
B.Com CS,UG,1,26,82302631119,Ishita Banerjee,82302631119@hicas.ac.in
B.Com CS,UG,1,26,82302631120,Vaishnavi Chaudhary,82302631120@hicas.ac.in
B.Com CS,UG,1,26,82302631121,Tara Jain,82302631121@hicas.ac.in
B.Com CS,UG,1,26,82302631122,Reyansh Mishra,82302631122@hicas.ac.in
B.Com CS,UG,1,26,82302631123,Riya Mehta,82302631123@hicas.ac.in
B.Com CS,UG,1,26,82302631124,Diya Chopra,82302631124@hicas.ac.in
B.Com CS,UG,1,26,82302631125,Vivaan Chopra,82302631125@hicas.ac.in
B.Com CS,UG,1,26,82302631126,Pranav Singh,82302631126@hicas.ac.in
B.Com CS,UG,1,26,82302631127,Ritvik Rao,82302631127@hicas.ac.in
B.Com CS,UG,1,26,82302631128,Shruti Dutta,82302631128@hicas.ac.in
B.Com CS,UG,1,26,82302631129,Kabir Gupta,82302631129@hicas.ac.in
B.Com CS,UG,1,26,82302631130,Ishaan Kumar,82302631130@hicas.ac.in
B.Com CS,UG,1,26,82302631131,Arjun Menon,82302631131@hicas.ac.in
B.Com CS,UG,1,26,82302631132,Harini Mukherjee,82302631132@hicas.ac.in
B.Com CS,UG,1,26,82302631133,Mohammed Jain,82302631133@hicas.ac.in
B.Com CS,UG,1,26,82302631134,Shruti Verma,82302631134@hicas.ac.in
B.Com CS,UG,1,26,82302631135,Aditi Kulkarni,82302631135@hicas.ac.in
B.Com CS,UG,1,26,82302631136,Lavanya Jain,82302631136@hicas.ac.in
B.Com CS,UG,1,26,82302631137,Aditya Chaudhary,82302631137@hicas.ac.in
B.Com CS,UG,1,26,82302631138,Harsh Pandey,82302631138@hicas.ac.in
B.Com CS,UG,1,26,82302631139,Shruti Shetty,82302631139@hicas.ac.in
B.Com CS,UG,1,26,82302631140,Ishaan Shetty,82302631140@hicas.ac.in
B.Com CS,UG,2,25,82302531101,Sameer Kumar,82302531101@hicas.ac.in
B.Com CS,UG,2,25,82302531102,Atharv Singh,82302531102@hicas.ac.in
B.Com CS,UG,2,25,82302531103,Aditi Gowda,82302531103@hicas.ac.in
B.Com CS,UG,2,25,82302531104,Shruti Shetty,82302531104@hicas.ac.in
B.Com CS,UG,2,25,82302531105,Nandini Pandey,82302531105@hicas.ac.in
B.Com CS,UG,2,25,82302531106,Atharv Kulkarni,82302531106@hicas.ac.in
B.Com CS,UG,2,25,82302531107,Krishna Iyer,82302531107@hicas.ac.in
B.Com CS,UG,2,25,82302531108,Ayaan Chopra,82302531108@hicas.ac.in
B.Com CS,UG,2,25,82302531109,Saanvi Kulkarni,82302531109@hicas.ac.in
B.Com CS,UG,2,25,82302531110,Karthik Bose,82302531110@hicas.ac.in
B.Com CS,UG,2,25,82302531111,Advika Menon,82302531111@hicas.ac.in
B.Com CS,UG,2,25,82302531112,Anjali Kulkarni,82302531112@hicas.ac.in
B.Com CS,UG,2,25,82302531113,Sneha Bose,82302531113@hicas.ac.in
B.Com CS,UG,2,25,82302531114,Rohan Verma,82302531114@hicas.ac.in
B.Com CS,UG,2,25,82302531115,Karthik Menon,82302531115@hicas.ac.in
B.Com CS,UG,2,25,82302531116,Nandini Mukherjee,82302531116@hicas.ac.in
B.Com CS,UG,2,25,82302531117,Aadhya Pandey,82302531117@hicas.ac.in
B.Com CS,UG,2,25,82302531118,Aditi Patel,82302531118@hicas.ac.in
B.Com CS,UG,2,25,82302531119,Rajat Chaudhary,82302531119@hicas.ac.in
B.Com CS,UG,2,25,82302531120,Anika Bose,82302531120@hicas.ac.in
B.Com CS,UG,2,25,82302531121,Vikram Pillai,82302531121@hicas.ac.in
B.Com CS,UG,2,25,82302531122,Rakesh Pillai,82302531122@hicas.ac.in
B.Com CS,UG,2,25,82302531123,Sameer Jain,82302531123@hicas.ac.in
B.Com CS,UG,2,25,82302531124,Jiya Mehta,82302531124@hicas.ac.in
B.Com CS,UG,2,25,82302531125,Atharv Banerjee,82302531125@hicas.ac.in
B.Com CS,UG,2,25,82302531126,Kabir Mukherjee,82302531126@hicas.ac.in
B.Com CS,UG,2,25,82302531127,Meera Kumar,82302531127@hicas.ac.in
B.Com CS,UG,2,25,82302531128,Keerthi Das,82302531128@hicas.ac.in
B.Com CS,UG,2,25,82302531129,Vihaan Mishra,82302531129@hicas.ac.in
B.Com CS,UG,2,25,82302531130,Aadhya Bhatt,82302531130@hicas.ac.in
B.Com CS,UG,2,25,82302531131,Rajat Verma,82302531131@hicas.ac.in
B.Com CS,UG,2,25,82302531132,Divya Reddy,82302531132@hicas.ac.in
B.Com CS,UG,2,25,82302531133,Prisha Bhatt,82302531133@hicas.ac.in
B.Com CS,UG,2,25,82302531134,Jiya Bhatt,82302531134@hicas.ac.in
B.Com CS,UG,2,25,82302531135,Sai Menon,82302531135@hicas.ac.in
B.Com CS,UG,2,25,82302531136,Reyansh Pillai,82302531136@hicas.ac.in
B.Com CS,UG,2,25,82302531137,Atharv Das,82302531137@hicas.ac.in
B.Com CS,UG,2,25,82302531138,Krishna Pandey,82302531138@hicas.ac.in
B.Com CS,UG,2,25,82302531139,Diya Kumar,82302531139@hicas.ac.in
B.Com CS,UG,2,25,82302531140,Aditi Mehta,82302531140@hicas.ac.in
B.Com CS,UG,3,24,82302431101,Reyansh Shukla,82302431101@hicas.ac.in
B.Com CS,UG,3,24,82302431102,Rohan Banerjee,82302431102@hicas.ac.in
B.Com CS,UG,3,24,82302431103,Krishna Pandey,82302431103@hicas.ac.in
B.Com CS,UG,3,24,82302431104,Yash Shukla,82302431104@hicas.ac.in
B.Com CS,UG,3,24,82302431105,Vivaan Mehta,82302431105@hicas.ac.in
B.Com CS,UG,3,24,82302431106,Vihaan Kapoor,82302431106@hicas.ac.in
B.Com CS,UG,3,24,82302431107,Diya Chopra,82302431107@hicas.ac.in
B.Com CS,UG,3,24,82302431108,Karthik Kapoor,82302431108@hicas.ac.in
B.Com CS,UG,3,24,82302431109,Reyansh Chopra,82302431109@hicas.ac.in
B.Com CS,UG,3,24,82302431110,Rohan Sharma,82302431110@hicas.ac.in
B.Com CS,UG,3,24,82302431111,Abhinav Shukla,82302431111@hicas.ac.in
B.Com CS,UG,3,24,82302431112,Mohammed Banerjee,82302431112@hicas.ac.in
B.Com CS,UG,3,24,82302431113,Prisha Mishra,82302431113@hicas.ac.in
B.Com CS,UG,3,24,82302431114,Harsh Mukherjee,82302431114@hicas.ac.in
B.Com CS,UG,3,24,82302431115,Shaurya Kumar,82302431115@hicas.ac.in
B.Com CS,UG,3,24,82302431116,Aditya Menon,82302431116@hicas.ac.in
B.Com CS,UG,3,24,82302431117,Tara Banerjee,82302431117@hicas.ac.in
B.Com CS,UG,3,24,82302431118,Aadhya Gowda,82302431118@hicas.ac.in
B.Com CS,UG,3,24,82302431119,Aditi Kumar,82302431119@hicas.ac.in
